id,sentence fragment,correct answer,s1,s2,s3,s4
test017,日蓮宗では、五重相対の最後を、この教観相対と,s1,する。,行われる。,いわれる。,伝わっている。
test018,御土居は取り壊されるだけとは限らず、,s3,立つ。,移された。,移築されることもあった。,称した。
test019,その後、法流は、あわせて100余りを,s3,改めた。,整備されていった。,数えた。,描かれる。
test020,また、中津は著書に『絶海和尚語録』や『蕉堅稿』（詩文集）などを,s4,求められるようになる。,機能した。,死去していた。,残している。
test021,浄土真宗系は黒塗り・紺系、他宗は朱塗り・朱色系のものが,s4,位置づけられた。,使う。,供える。,使用される。
test022,文政4年（1821年）に検校と,s2,見られる。,なる。,あった。,いう。
test023,「これ誰か信ずべきや」と,s4,いう。,なる。,見られる。,ある。
test024,平安時代は「うだち」とよばれたが、室町以後うだつと,s2,設置した。,訛った。,記される。,言える。
test025,以後、宮城（きゅうじょう）と,s3,禁じられている。,祀られている。,称された。,移された。
test026,有名絵師のものも,s3,いう。,見られる。,ある。,なる。
test027,このような古式の例は、福岡県老司古墳や鋤崎古墳に,s2,生まれた。,見ることができる。,言われている。,歴任した。
test028,1個（1石）で十分に,s2,配置する。,鑑賞できる。,開かれた。,配置した。
test029,しかし建武3年（1336年）の戦火により本願寺と共に,s4,混在した。,波及していった。,活用されている。,消失した。
test030,以後、東三条殿と並ぶ摂家当主の拠点として,s4,更迭されていた。,死去していた。,栽培される。,機能した。
test031,住宅では次第に部材も薄くなり、構造的な意義は乏しくなり、もっぱら装飾的な部材に,s4,いう。,見られる。,あった。,なった。
test032,最後に刃紋から棟までを鎬地用焼場土を厚く,s3,知られている。,皮肉られた。,盛る。,登場している。
test033,出雲大社、宇佐神宮では二拍手ではなく四拍手で,s4,呼ぶ。,いわれる。,称される。,行う。
test034,シルト岩は多摩川の河岸段丘である府中崖線にも,s3,題されている。,集中させる。,露出している。,開催されている。
test035,私ども法華宗の僧はいったん宗門を離れ、改めて御許可を得てから前職に,s2,定着した。,就かせていただきます。,寄せている。,就任した。
test036,これを初斎院（しょさいいん）と,s1,呼ぶ。,いわれている。,される。,称される。
test037,群馬県桐生市や大阪府東大阪市に,s2,存続していた。,存在する。,始まる。,好んだ。
test038,そして、平面が撥形・長方形・方形・台形などの突出部をひっくるめて前方部と,s4,される。,称される。,いわれている。,呼ぶ。
test039,関東に移封された徳川家康の保護により、勢力を,s1,回復する。,囲んでいる。,呼んでいる。,呼称される。
test040,沖縄県では「三下げ」とも,s2,親しまれている。,言う。,触れている。,記されている。
test041,なるべくなら、家族揃って,s3,表す。,至った。,行うこととされている。,考慮されている。
test042,"遠国奉行による17世紀末の調査では、人口3万5,000人を",s3,整備されていった。,描かれる。,数えている。,改めた。
test043,この石室には輝石安山岩（サヌカイト）と推定される板石が主として,s2,使用される。,使われている。,位置づけられた。,位置する。
test044,即位灌頂を行うことにより、天皇は大日如来と同一化し、極めて高い宗教的な権威を,s1,得ることになる。,後押しした。,得度した。,彫られる。
test045,谷崎潤一郎は数寄屋を,s1,好んだ。,変えられた。,始まったとされている。,増やしていった。
test046,立場にあれば「立場茶屋」と,s2,受けた。,呼ばれていた。,学ぶ。,出土している。
test047,ちなみに江戸でも1800年頃、関東風と関西風の鰻屋が,s4,溜めることもできる。,活用されている。,消失した。,混在した。
test048,蓮悟は辛うじて自治都市である和泉国堺市に逃げ込む事が,s1,出来た。,処されることになった。,出かける。,出現した。
test049,旧暦7月15日の施餓鬼会はこの餓鬼を救うために,s3,いわれる。,称される。,行われる。,呼ぶ。
test050,イギリス品種であるLaverは、イギリスのウェールズ南部地方で古くから食用に,s4,さす。,きている。,たどり着かない。,されている。
test051,三悪道に対し、修羅界・人間界・天上界の三種を三善道とも,s4,称される。,行う。,された。,いわれる。
test052,町内の若者達が番町皿屋敷へお菊の幽霊見物に,s1,出かける。,凝らされる。,処されることになった。,出来た。
test053,石材は二上山の白色凝灰岩で,s3,述べている。,造営された。,造られている。,追いやった。
test054,当初は「鼻塚」と,s3,受けた。,学ぶ。,呼ばれていた。,出土している。
test055,内藤ジョアンが洗礼を受けてから3ヵ月後に父を,s1,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test056,延鎮は坂上田村麻呂とともに清水寺創建に,s2,就かせていただきます。,尽力した。,展示している。,就任した。
test057,本丸をこの名称で呼ぶ場合も,s3,いう。,見られる。,ある。,なる。
test058,指定席が,s3,いう。,見られる。,ある。,なる。
test059,その上神格化していたために手厚い保護の下で、個体数を,s1,増やしていった。,囲んでいる。,変えられた。,回復する。
test060,その姿は、実際の造形例では螺髪の通常の如来形で赤い衣服を,s1,纏う。,編纂された。,置いた。,続ける。
test061,施設は京都市が所有し、京都市体育協会が指定管理者として運営管理を,s1,行っている。,表す。,考慮されている。,至った。
test062,楼船（ろうせん）とも,s4,なる。,見られる。,あった。,いう。
test063,日本では、十王信仰が持ち込まれた事で他界についての情報が飛躍的に,s1,増えた。,変えられた。,回復する。,囲んでいる。
test064,内部を仏殿形式とした本殿と前部の拝殿から,s4,戻った。,感得した。,感じる。,成る。
test065,もとは北廊があり、観徳堂の南廊に接し、その中間に含利門が,s2,なる。,あった。,見られる。,いう。
test066,なお、野宮は黒木（皮のついたままの木材）で,s2,述べている。,造られた。,造営された。,追いやった。
test067,法相宗以外の諸宗にも造詣が深く、仏教界の要職を,s2,機能していた。,歴任した。,生まれた。,持っていた。
test068,ガラスの登場により,s1,衰退しつつある。,見られている。,行われている。,表す。
test069,810年（弘仁元年）宮中での金光明会において勅命を受けて,s2,復元された。,得度した。,得ることになる。,後押しした。
test070,2階建てが多いが、平屋や3階建ても,s3,見られる。,なる。,ある。,いう。
test071,そうしたものに悪い霊が瓢箪に取り憑いて妖怪となったものが、瓢箪小僧とも,s2,あった。,いう。,見られる。,なった。
test072,初め16歳の時、摂津国普門寺（臨済宗）で出家して宗琢と,s4,禁じられている。,称された。,移された。,称した。
test073,婆羅門僧正・菩提僧正とも,s2,される。,称される。,呼ぶ。,行う。
test074,一般には飛鳥川原宮と,s2,呼んでいる。,呼称される。,回復する。,含める。
test075,荘厳は本山を模していることから、真宗各派でも作りが異なり、仏具に関してもそれぞれに違いが,s4,いう。,なる。,見られる。,ある。
test076,地蔵菩薩像に水を注ぐと、地下で永い苦しみに喘ぐ餓鬼の口にその水が,s2,する。,入る。,伝わっている。,出土している。
test077,もとは山田寺よりの藪の中の地蔵尊の台石であったが明治初年に現地に,s3,移築されることもあった。,称した。,移された。,禁じられている。
test078,都市計画のなされていた痕跡と考えられる遺構が随所で,s3,知られる。,盛る。,確認されている。,示した。
test079,また仏ではないが、馬頭観音の頭上の馬も化仏と呼ぶ場合が,s1,ある。,なる。,いう。,見られる。
test080,住民と大学当局に大迷惑をかけながら、しかし、このイベントは、京都の大晦日の恒例行事に,s1,なっていった。,ねじる。,なしている。,できる。
test081,格子の形は構造、形態、職業などによって,s2,分割した。,分類できる。,分けられる。,利用される。
test082,古墳は国の史跡に,s1,指定されている。,指摘している。,指す。,持っている。
test083,このため、博物館における展示説明、カタログ等で使用されている名称とは若干異なる場合も,s3,見られる。,いう。,ある。,なる。
test084,また、線香を灰に立てずに寝かすので、線香が燃え尽き灰の中に燃えカスが,s3,死去していた。,機能した。,残らない。,求められるようになる。
test085,回廊は中門左右から出て講堂までの間を結び、塔と金堂を,s4,回復する。,増えた。,呼称される。,囲んでいる。
test086,そして真言宗は天台宗の一念三千をひそかに盗み取り、自宗の極理と,s2,伝わっている。,している。,行われる。,いわれる。
test087,当初は都ホテルズリゾーツのけいはんな都ホテルとして,s2,造営された。,運営されていた。,造られている。,運搬された。
test088,明から朝廷に送られてきた難解な国書を読むのに、青蓮院は綽如を推挙し、,s1,上洛する。,与えた。,一新した。,もつ。
test089,内裏の南西にあり、紫宸殿の西、清涼殿の南に,s4,伝えられる。,伺える。,位置づけられた。,位置する。
test090,中央の母屋には天皇の休憩所である御帳台（みちょうだい）が,s2,見られる。,ある。,なる。,いう。
test091,古墳時代の全期間にわたって円墳についで数多く,s3,立つ。,管理している。,築かれている。,納めることがある。
test092,1290年（正応3年）、大石寺創建と同時に塔中・久成坊を,s3,いた。,言われている。,開く。,説いている。
test093,長安懐徳坊にある慧日道場に住し、神泰法師に,s1,師事した。,尽力している。,展示している。,帰依します。
test094,洛西松尾に法華山寺を建立しそこに住み、高山寺の明恵と親交を,s4,紹介している。,継いだ。,経験した。,結んだ。
test095,2基の巨大古墳とその周囲の中・小形前方後円墳から,s1,なっている。,見られる。,いわれている。,あった。
test096,現在の京都御所にも古式に則って再建されたものが,s2,する。,伝わっている。,入る。,いわれる。
test097,観阿弥のオリジナルを世阿弥が改修したと,s3,考慮されている。,纏う。,考えられる。,置かれていた。
test098,その後、内親王の仏道の入門書として「三宝絵詞」3巻が,s1,献上された。,演奏される。,現れた。,点在するようになる。
test099,1392年、夢窓疎石により,s2,変えられた。,始まる。,存在する。,好んだ。
test100,放生会法要は、その開創当時から行われていたと,s3,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test101,大当たりして、今に至るまで,s2,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test102,官寺のうち大寺、国分寺、定額寺（じょうがくじ)に,s1,分かれていた。,分割した。,出現した。,出来た。
test103,もともと浮世絵は、浮世を描いた絵、風俗画として,s1,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test104,その場合はヨーロッパの騎士修道会も,s4,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test105,ところが、浄土門の人々は事相の浄土を立て、心外に仏を見るという立場に,s4,移る。,移築されることもあった。,管理している。,立つ。
test106,尻尾に栓をすることで水を,s4,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test107,通常は東に鐘楼、西に鼓楼を,s1,置いた。,考えられている。,編纂された。,纏う。
test108,7世紀の宮殿の,s3,遺している。,都市化している。,遺構だとされる。,選定した。
test109,1554年に39歳の若さで死去し、後を12歳の長男の顕如が,s3,続ける。,経験した。,継いだ。,結んだ。
test110,狭義では萱葺（かやぶき）に限るが、一般には板葺や銅葺を,s3,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test111,こうした理由から、真言は亡国、亡家、亡人の法で男子が成長しない、と,s3,なる。,あった。,いう。,見られる。
test112,ローマ帝政時代医師、ディオスリコリデスは著書「マテリアメディカ」においてキフィーについて,s4,言う。,親しまれている。,視された。,触れている。
test113,以前はゴンドラシートとして,s1,機能していた。,歴任した。,持っていた。,思われる。
test114,この直後、槙島城の義昭も降伏し畿内から追放され、室町幕府は,s4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test115,そして、そこを緩い斜面にして,s2,登場している。,登りやすくしている。,異なる。,発見されている。
test116,職人の確保も、若手を育成している建築会社が出現するなど、減少に歯止めが,s4,推定されている。,振られている。,排除していた。,掛かろうとしている。
test117,「南無阿弥陀仏」＝阿弥陀仏に,s4,師事した。,展示している。,広まった。,帰依します。
test118,三味線と「お囃子」（前述の4種の楽器）だけでなく、さらに大太鼓や鉦、銅鑼なども加えて,s4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test119,そのため一般に、アルコール度や日本酒度が高ければそれだけ辛口に,s1,感じる。,想定される。,意味していた。,感得した。
test120,現在では、型染め友禅と区別がつきにくい作品もしばしば,s1,見られる。,いわれている。,なっている。,あった。
test121,また、1995年6月に場所を移転した京阪宇治駅も、橋の東詰に,s2,なる。,ある。,見られる。,いう。
test122,条例上の正式名称は前記の通りだが、一般的には西京極野球場という通称で,s4,いわれている。,される。,呼ぶ。,呼ばれる。
test123,その頃から古墳時代が,s3,好んだ。,変えられた。,始まったとされている。,存在する。
test124,注意：移動図書館と深草図書館については利用方法が,s4,用いられる。,発見された。,生産している。,異なる。
test125,おおまかにはⅠ期、Ⅱ期、Ⅲ期遺構と3つに,s3,分けられる。,分割した。,分類される。,利用される。
test126,築造時期は7世紀前半(古墳時代後期)と,s3,描いている。,掛かろうとしている。,推測されている。,推定されている。
test127,その後、天海は家康の参謀として、朝廷との交渉等の役割を,s4,担当した。,投げた。,抜け出せていない。,担う。
test128,勤行集などを読みながら,s1,勤める。,励んだ。,厳しくなる。,加えられている。
test129,また、ほとんどの街も城壁を有する城壁都市と,s4,いう。,あった。,見られる。,なった。
test130,スクリーンからスタンドまでの距離は東京競馬場よりも近いことからJRAでは“世界一の迫力”と,s2,引き渡す。,広報している。,帰依します。,広まった。
test131,「王国の宝物」と呼ばれたショッピングコーナーではさまざまな犬用品が,s4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test132,なお初盆（新盆）の霊には色紙や装飾は用いず、白い紙のみの盆燈籠を,s2,使用される。,供える。,使われている。,促した。
test133,改めて世阿弥が応永年間（1394-1427年）以降の自作に自信を持っていたことが,s4,触れている。,訛った。,言える。,記される。
test134,台座は前述の五角形の反花座の下に2段の框（かまち）が,s3,見られる。,いう。,ある。,なる。
test135,この後、信玄が権僧正の僧位を得るために,s3,就任した。,展示している。,尽力している。,就かせていただきます。
test136,生めんから煮込んでいく方法とゆでめんを用いる調理法が,s3,なる。,いう。,ある。,見られる。
test137,こうしたことは、戦国時代(日本)に入ると、また激しい争奪の対象ともなったことを,s2,想定される。,意味していた。,恵まれていた。,感じる。
test138,また、土日を中心に、シングルモルトウイスキーの知識や魅力などについて解説するセミナーが,s3,集中させる。,鑑賞できる。,開催されている。,開かれた。
test139,善慧大師とも,s4,呼ぶ。,される。,行う。,称される。
test140,妻中央の、やや外側に飛び出し棟へ達する柱を宇豆柱（うずばしら）と,s4,される。,いわれている。,称される。,呼ぶ。
test141,1970年（昭和45年）に墳丘と横穴式石室の測量調査が,s1,行われている。,考慮されている。,至った。,表す。
test142,そのときに、念珠の輪の形がＸ（エックス）の形になるように1回だけ,s3,なっていった。,なしている。,ねじる。,みられる。
test143,良源の勧告により静真・皇慶から真言密教を,s4,存在する。,存続していた。,定める。,学んだ。
test144,つまり、これは鳩摩羅什による意訳、あるいはドグマである、というのが通説と,s2,あった。,なっている。,いう。,見られる。
test145,その中に鏡背に四棟の家屋文様が描かれた家屋文鏡が,s2,いう。,ある。,見られる。,なる。
test146,江戸幕府が成立すると、寺院法度などにより寺社への締め付けが,s4,勤める。,励んだ。,収める。,厳しくなる。
test147,それらの多くの天守は遺構の上に造られているため、礎石を移動したり、石垣の積み換えなどを,s1,行う。,呼ぶ。,称される。,いわれる。
test148,ミュージアムは烏丸通側（北西角の北側）にあるので、そのまま歩くと,s4,さす。,することもある。,ついた。,たどり着かない。
test149,織田信長の近畿地方平定の頃からは、その家臣団達の居城に築かれ始め、全国的に,s1,広まった。,師事した。,広報している。,帰依します。
test150,また、島根県東部の出雲地方は方墳が特に多い地域として,s2,盛る。,知られている。,確認されている。,皮肉られた。
test151,また磐舟柵の別名とする説もあるが、いずれも積極的根拠を,s4,指す。,担当した。,担う。,持たない。
test152,また、仏教で使用される場合は鉦（かね・しょう）とも,s2,される。,称される。,行う。,呼ぶ。
test153,萬福寺塔頭のひとつである真光院には無心性覚の頂相が,s2,いわれる。,伝わっている。,する。,入る。
test154,構造は中央の母屋の東西南北に庇を付した形に,s3,見られる。,あった。,なる。,いわれている。
test155,大半が九州地方、特に熊本県に,s1,集中している。,開かれた。,露出している。,開催されている。
test156,椿井大塚山古墳の被葬者の支配下にあった者の墓ではないかと,s4,生まれた。,説いている。,見ることができる。,言われている。
test157,その姿は肉色で、左手に人の顔を描いた杖を,s1,持っている。,担う。,担当した。,指す。
test158,今もこの道は「奏者峠」と,s1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test159,川原石を用いた横穴式石室を持つ円墳の古墳群であり、副葬品が多数,s1,発見されている。,登りやすくしている。,用いられる。,異なる。
test160,屋根裏となる3階にも唐破風出窓を設けるなどの採光が,s3,置かれていた。,至った。,考慮されている。,考えられる。
test161,経典は容器として金属製の経筒に納められ、経筒には銘文が,s3,引き渡す。,広報している。,彫られる。,後押しした。
test162,このころ「錦画百事新聞」,s4,利用することができる。,制定した。,加えられている。,創刊される。
test163,禅林寺(京都市)の7世住持であり、中興の祖と,s1,される。,見られる。,いわれている。,呼ばれる。
test164,宇治で選抜された茶の3原木を,s4,就任した。,師事した。,尽力している。,展示している。
test165,ただし、「乳」と呼ばれる突起状の装飾を付けない点は日本の梵鐘と,s3,生産している。,発見された。,異なっている。,用いられる。
test166,計25体の菩薩像を,s3,至った。,行われている。,表す。,衰退しつつある。
test167,北雑舎区の南には鍛冶工房が,s2,いう。,あった。,なる。,見られる。
test168,鉄筋コンクリート造の集合住宅が建ち並んでいる姿が一般的であるが、一戸建ての住宅が建ち並んでいる住宅地でも「○○団地」と,s2,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test169,授戒を受けることで出家者が正式な僧尼として,s4,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test170,また、特に中国に見られるものとしては、いわゆる「もどき」料理と呼ばれるものが,s2,なる。,ある。,見られる。,いう。
test171,東本願寺第22世法主・大谷光瑩伯爵（現如）の十一男として,s4,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test172,彼は、門信徒に戦争協力を促す消息（声明）を発して戦時体制を,s1,後押しした。,得ることになる。,彫られる。,引き渡す。
test173,茶室の前につくばいがあり、ここで手水を,s2,位置する。,使う。,位置づけられた。,使用される。
test174,庇を長めに造ることで、内部空間に深い陰翳と静謐を,s4,みられる。,みられるようになってきた。,もつ。,もたらす。
test175,また「妙」の一字でも、次のような意味が,s1,ある。,なる。,見られる。,いう。
test176,壁画には1号から12号までの番号が,s3,指摘している。,排除していた。,振られている。,指定されている。
test177,ハワイには「ポケ（ポキ）」と呼ばれる刺身料理が,s2,なる。,ある。,いう。,見られる。
test178,火力の調整がしづらい囲炉裏の火からの距離を調節するため、長さを,s3,認められることになる。,講じた。,調節できる。,読みつがれている。
test179,密かに同母兄の毛人に思いを,s4,定着した。,就かせていただきます。,定める。,寄せている。
test180,30センチぐらいの大きさの葺き石が憤丘全体に葺かれていたと,s3,表す。,衰退しつつある。,見られている。,視された。
test181,妙顕寺を移転させその跡地に建設されたことから「妙顕寺城」とも,s4,いわれている。,される。,称される。,呼ばれる。
test182,しかし、義演の死後に庭園内に茶室が置かれ、回遊もできるように造り,s4,増えた。,増やしていった。,好まれた。,変えられた。
test183,のち浄土宗の開祖、法然に,s2,呼ばれていた。,学ぶ。,受けた。,安置されている。
test184,山形県内各地、青森県八戸市など東北地方、新潟県の中越地方から下越地方などで,s4,機能した。,更迭されていた。,明記されている。,栽培される。
test185,もう一体は、東京都立川市の燈檠山真澄寺の奥の院に秘仏として,s1,安置されている。,廃止された。,学ぶ。,呼ばれていた。
test186,比叡山延暦寺を,s4,言われている。,説いている。,いた。,開く。
test187,ただし、将官級の軍人が死亡した場合はどのような形で死亡してもこう,s4,向かい掛けた。,含める。,呼称される。,呼ぶことがある。
test188,水銀朱で覆われていたと,s1,思われる。,持っていた。,廃止された。,安置されている。
test189,武士道を讃えるものとして江戸時代に特に,s3,変えられた。,増やしていった。,好まれた。,始まったとされている。
test190,著書に『家法倭点』、『島陰文集』、『島隠漁唱』など多数,s1,ある。,なる。,いう。,見られる。
test191,したがって歴劫とは劫数を経過するという意味に,s1,なる。,見られる。,あった。,いう。
test192,現在も仏壇内の仏を祀る壇は「須弥壇」と,s4,称される。,いわれている。,される。,呼ばれる。
test193,宮内庁が管理しており、研究者や国民の立ち入りは,s3,称された。,示した。,禁じられている。,祀られている。
test194,このような決めごとにより、観衆の耳目を自身の芸そのものに,s2,露出している。,集中させる。,開かれた。,開催されている。
test195,1968年、文化庁発足により文化庁付属機関と,s4,あった。,いう。,見られる。,なった。
test196,比叡山西塔北谷の学僧で、法然が13歳で最初に師事したことで,s2,確認されている。,知られる。,盛る。,皮肉られた。
test197,父の遺志を継いだ景継は京都に遊学、執筆を,s1,続ける。,編纂された。,結んだ。,継いだ。
test198,梅山古墳の埋葬者については蘇我稲目とする考えも,s4,見られる。,なる。,いう。,ある。
test199,近くに神明山古墳（日本海最大の前方後円墳）が,s1,ある。,なる。,見られる。,いう。
test200,数珠の珠のかたちは、概ね以下の3種類に,s2,出来た。,分けられる。,出現した。,分割した。
