id,sentence fragment,correct answer,s1,s2,s3,s4
test012,"二,巻,32,話から,なり、,先行の,説話,集に,無い,話だけを",s1,収める。,厳しくなる。,収録されている。,勤める。
test013,"現在では,邪を,払う,縁起の,良い,ものと,され、,飾り,矢と,して",s2,視された。,親しまれている。,触れている。,見る。
test014,"広島・,岡山・,兵庫,南部,地方では,48,基",s2,なっていった。,みられる。,もたらした。,ねじる。
test015,"「しつらえ」の,ための,主要な,間仕切りであった,障子が、,今日の,「ふすま」の,原型を",s1,なしている。,ついた。,なっていった。,できる。
test016,"なお、,大黒,天と,習合,し,大黒,天を,本尊と",s3,されている。,たどり着かない。,することもある。,さす。
test017,"日蓮宗では、,五,重,相対の,最後を、,この,教,観,相対と",s1,する。,行われる。,いわれる。,伝わっている。
test018,"御土居は,取り壊されるだけとは,限らず、",s3,立つ。,移された。,移築されることもあった。,称した。
test019,"その後、,法,流は、,あわせて,100,余りを",s3,改めた。,整備されていった。,数えた。,描かれる。
test020,"また、,中津は,著書に,『絶海,和尚,語録』や,『蕉,堅,稿』,（詩,文集）などを",s4,求められるようになる。,機能した。,死去していた。,残している。
test021,"浄土,真宗,系は,黒,塗り・,紺,系、,他,宗は,朱塗り・,朱色,系の,ものが",s4,位置づけられた。,使う。,供える。,使用される。
test022,"文,政,4,年,（1821,年）に,検校と",s2,見られる。,なる。,あった。,いう。
test023,"「これ,誰か,信ずべきや」と",s4,いう。,なる。,見られる。,ある。
test024,"平安,時代は,「う,だ,ち」と,よばれたが、,室,町,以後,うだつと",s2,設置した。,訛った。,記される。,言える。
test025,"以後、,宮城,（きゅうじょう）と",s3,禁じられている。,祀られている。,称された。,移された。
test026,"有名,絵師の,ものも",s3,いう。,見られる。,ある。,なる。
test027,"このような,古式の,例は、,福岡県,老,司,古墳や,鋤,崎,古墳に",s2,生まれた。,見ることができる。,言われている。,歴任した。
test028,"1,個,（1,石）で,十分に",s2,配置する。,鑑賞できる。,開かれた。,配置した。
test029,"しかし,建,武,3,年,（1336,年）の,戦火に,より,本願寺と共に",s4,混在した。,波及していった。,活用されている。,消失した。
test030,"以後、,東三条殿と,並ぶ,摂,家,当主の,拠点と,して",s4,更迭されていた。,死去していた。,栽培される。,機能した。
test031,"住宅では,次第に,部材も,薄くなり、,構造的な,意義は,乏しくなり、,もっぱら,装飾的な,部材に",s4,いう。,見られる。,あった。,なった。
test032,"最後に,刃,紋から,棟までを,鎬,地,用,焼場,土を,厚く",s3,知られている。,皮肉られた。,盛る。,登場している。
test033,"出雲,大社、,宇佐,神宮では,二,拍手ではなく,四,拍手で",s4,呼ぶ。,いわれる。,称される。,行う。
test034,"シルト,岩は,多摩,川の,河,岸,段丘である,府中,崖,線にも",s3,題されている。,集中させる。,露出している。,開催されている。
test035,"私ども,法華,宗の,僧は,いったん,宗門を,離れ、,改めて,御許可を,得てから,前職に",s2,定着した。,就かせていただきます。,寄せている。,就任した。
test036,"これを,初,斎,院,（しょさい,いん）と",s1,呼ぶ。,いわれている。,される。,称される。
test037,"群馬県,桐生市や,大阪府,東大阪市に",s2,存続していた。,存在する。,始まる。,好んだ。
test038,"そして、,平面が,撥,形・,長方形・,方形・,台形などの,突出,部を,ひっくるめて,前方,部と",s4,される。,称される。,いわれている。,呼ぶ。
test039,"関東に,移封,された,徳川,家,康の,保護に,より、,勢力を",s1,回復する。,囲んでいる。,呼んでいる。,呼称される。
test040,"沖縄県では,「三,下げ」,とも",s2,親しまれている。,言う。,触れている。,記されている。
test041,"なるべくなら、,家族,揃って",s3,表す。,至った。,行うこととされている。,考慮されている。
test042,""",遠,国,奉行に,よる,17,世紀,末の,調査では、,人口,3,万,5,000,人を,""",s3,整備されていった。,描かれる。,数えている。,改めた。
test043,"この,石室には,輝,石,安山岩,（サヌカイト）と,推定される,板,石が,主として",s2,使用される。,使われている。,位置づけられた。,位置する。
test044,"即位,灌頂を,行う,ことに,より、,天皇は,大日,如来と,同一化し、,極めて,高い,宗教的な,権威を",s1,得ることになる。,後押しした。,得度した。,彫られる。
test045,"谷崎,潤一郎は,数寄屋を",s1,好んだ。,変えられた。,始まったとされている。,増やしていった。
test046,"立場に,あれば,「立場,茶屋」と",s2,受けた。,呼ばれていた。,学ぶ。,出土している。
test047,"ちなみに,江戸でも,1800,年頃、,関東,風と,関西,風の,鰻,屋が",s4,溜めることもできる。,活用されている。,消失した。,混在した。
test048,"蓮,悟は,辛うじて,自治,都市である,和泉,国,堺市に,逃げ込む,事が",s1,出来た。,処されることになった。,出かける。,出現した。
test049,"旧暦,7,月,15,日の,施,餓鬼,会は,この,餓鬼を,救う,ために",s3,いわれる。,称される。,行われる。,呼ぶ。
test050,"イギリス,品種である,Laverは、,イギリスの,ウェールズ,南部,地方で,古くから,食用に",s4,さす。,きている。,たどり着かない。,されている。
test051,"三悪道に,対し、,修羅,界・,人間,界・,天上,界の,三種を,三,善,道とも",s4,称される。,行う。,された。,いわれる。
test052,"町内の,若者達が,番,町,皿,屋敷へ,お菊の,幽霊,見物に",s1,出かける。,凝らされる。,処されることになった。,出来た。
test053,"石材は,二,上山の,白色,凝灰岩で",s3,述べている。,造営された。,造られている。,追いやった。
test054,"当初は,「鼻,塚」と",s3,受けた。,学ぶ。,呼ばれていた。,出土している。
test055,"内藤,ジョアンが,洗礼を,受けてから,3ヵ,月,後に,父を",s1,亡くしたことになる。,乱立した。,並んでいる。,付けられた。
test056,"延,鎮は,坂上,田村,麻呂とともに,清水,寺,創建に",s2,就かせていただきます。,尽力した。,展示している。,就任した。
test057,"本丸を,この,名称で,呼ぶ,場合も",s3,いう。,見られる。,ある。,なる。
test058,"指定,席が",s3,いう。,見られる。,ある。,なる。
test059,"その,上,神格化していた,ために,手厚い,保護の,下で、,個体,数を",s1,増やしていった。,囲んでいる。,変えられた。,回復する。
test060,"その,姿は、,実際の,造形,例では,螺髪の,通常の,如来,形で,赤い,衣服を",s1,纏う。,編纂された。,置いた。,続ける。
test061,"施設は,京都市が,所有し、,京都市,体育,協会が,指定,管理,者と,して,運営,管理を",s1,行っている。,表す。,考慮されている。,至った。
test062,"楼,船,（ろうせん）とも",s4,なる。,見られる。,あった。,いう。
test063,"日本では、,十,王,信仰が,持ち込まれた,事で,他界に,ついての,情報が,飛躍的に",s1,増えた。,変えられた。,回復する。,囲んでいる。
test064,"内部を,仏殿,形式と,した,本殿と,前部の,拝殿から",s4,戻った。,感得した。,感じる。,成る。
test065,"もとは,北,廊が,あり、,観,徳,堂の,南,廊に,接し、,その,中間に,含利門が",s2,なる。,あった。,見られる。,いう。
test066,"なお、,野,宮は,黒木,（皮の,ついた,ままの,木材）で",s2,述べている。,造られた。,造営された。,追いやった。
test067,"法,相,宗以外の,諸,宗にも,造,詣が,深く、,仏教,界の,要職を",s2,機能していた。,歴任した。,生まれた。,持っていた。
test068,"ガラスの,登場に,より",s1,衰退しつつある。,見られている。,行われている。,表す。
test069,"810,年,（弘,仁,元年）,宮中での,金光,明,会に,おいて,勅命を,受けて",s2,復元された。,得度した。,得ることになる。,後押しした。
test070,"2,階,建てが,多いが、,平屋や,3,階,建ても",s3,見られる。,なる。,ある。,いう。
test071,"そうした,ものに,悪い,霊が,瓢箪に,取り,憑いて,妖怪と,なった,ものが、,瓢箪,小僧とも",s2,あった。,いう。,見られる。,なった。
test072,"初め,16,歳の,時、,摂津,国,普,門,寺,（臨済宗）で,出家して,宗,琢と",s4,禁じられている。,称された。,移された。,称した。
test073,"婆羅,門,僧正・,菩提,僧正とも",s2,される。,称される。,呼ぶ。,行う。
test074,"一般には,飛鳥,川原,宮と",s2,呼んでいる。,呼称される。,回復する。,含める。
test075,"荘厳は,本山を,模している,ことから、,真宗,各派でも,作りが,異なり、,仏具に,関しても,それぞれに,違いが",s4,いう。,なる。,見られる。,ある。
test076,"地蔵,菩薩,像に,水を,注ぐと、,地下で,永い,苦しみに,喘ぐ,餓鬼の,口に,その,水が",s2,する。,入る。,伝わっている。,出土している。
test077,"もとは,山田,寺,よりの,藪の,中の,地蔵尊の,台,石であったが,明治,初年に,現地に",s3,移築されることもあった。,称した。,移された。,禁じられている。
test078,"都市,計画の,なされていた,痕跡と,考えられる,遺構が,随所で",s3,知られる。,盛る。,確認されている。,示した。
test079,"また,仏ではないが、,馬,頭,観音の,頭上の,馬も,化仏と,呼ぶ,場合が",s1,ある。,なる。,いう。,見られる。
test080,"住民と,大学,当局に,大,迷惑を,かけながら、,しかし、,この,イベントは、,京都の,大晦日の,恒例,行事に",s1,なっていった。,ねじる。,なしている。,できる。
test081,"格子の,形は,構造、,形態、,職業などに,よって",s2,分割した。,分類できる。,分けられる。,利用される。
test082,"古墳は,国の,史跡に",s1,指定されている。,指摘している。,指す。,持っている。
test083,"この,ため、,博物,館に,おける,展示,説明、,カタログ等で,使用されている,名称とは,若干,異なる,場合も",s3,見られる。,いう。,ある。,なる。
test084,"また、,線香を,灰に,立てずに,寝かすので、,線香が,燃え尽き,灰の,中に,燃え,カスが",s3,死去していた。,機能した。,残らない。,求められるようになる。
test085,"回廊は,中,門,左右から,出て,講堂までの,間を,結び、,塔と,金堂を",s4,回復する。,増えた。,呼称される。,囲んでいる。
test086,"そして,真言宗は,天台宗の,一念,三千を,ひそかに,盗み取り、,自,宗の,極,理と",s2,伝わっている。,している。,行われる。,いわれる。
test087,"当初は,都,ホテルズリゾーツの,けいはんな,都,ホテルと,して",s2,造営された。,運営されていた。,造られている。,運搬された。
test088,"明から,朝廷に,送られてきた,難解な,国,書を,読むのに、,青,蓮,院は,綽,如を,推挙し、",s1,上洛する。,与えた。,一新した。,もつ。
test089,"内裏の,南西に,あり、,紫宸殿の,西、,清涼殿の,南に",s4,伝えられる。,伺える。,位置づけられた。,位置する。
test090,"中央の,母屋には,天皇の,休憩,所である,御帳台,（みちょうだい）が",s2,見られる。,ある。,なる。,いう。
test091,"古墳,時代の,全,期間に,わたって,円墳に,ついで,数多く",s3,立つ。,管理している。,築かれている。,納めることがある。
test092,"1290,年,（正応,3,年）、,大石,寺,創建と同時に,塔,中・,久成坊を",s3,いた。,言われている。,開く。,説いている。
test093,"長安,懐,徳,坊に,ある,慧,日,道場に,住,し、,神,泰,法師に",s1,師事した。,尽力している。,展示している。,帰依します。
test094,"洛,西,松尾に,法華,山寺を,建立し,そこに,住み、,高,山寺の,明,恵と,親交を",s4,紹介している。,継いだ。,経験した。,結んだ。
test095,"2,基の,巨大,古墳と,その,周囲の,中・,小形,前方,後,円墳から",s1,なっている。,見られる。,いわれている。,あった。
test096,"現在の,京都,御所にも,古式に,則って,再建された,ものが",s2,する。,伝わっている。,入る。,いわれる。
test097,"観,阿弥の,オリジナルを,世阿弥が,改修したと",s3,考慮されている。,纏う。,考えられる。,置かれていた。
test098,"その後、,内,親王の,仏,道の,入門,書と,して,「三宝絵,詞」,3,巻が",s1,献上された。,演奏される。,現れた。,点在するようになる。
test099,"1392,年、,夢,窓,疎,石に,より",s2,変えられた。,始まる。,存在する。,好んだ。
test100,"放生,会,法要は、,その,開創,当時から,行われていたと",s3,亡くしたことになる。,付けられた。,伝えられている。,伺える。
test101,"大当たりして、,今に,至るまで",s2,評価されるようになった。,読みつがれている。,調節できる。,認められることになる。
test102,"官,寺の,うち,大,寺、,国分寺、,定額,寺,（じょうが,くじ,)に",s1,分かれていた。,分割した。,出現した。,出来た。
test103,"もともと,浮世,絵は、,浮世を,描いた,絵、,風俗,画と,して",s1,登場している。,皮肉られた。,登りやすくしている。,発見されている。
test104,"その,場合は,ヨーロッパの,騎士,修道,会も",s4,名乗っていることがある。,向かい掛けた。,呼ばれている。,含まれることがある。
test105,"ところが、,浄土,門の,人々は,事,相の,浄土を,立て、,心外に,仏を,見ると,いう,立場に",s4,移る。,移築されることもあった。,管理している。,立つ。
test106,"尻尾に,栓を,する,ことで,水を",s4,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test107,"通常は,東に,鐘,楼、,西に,鼓,楼を",s1,置いた。,考えられている。,編纂された。,纏う。
test108,"7,世紀の,宮殿の",s3,遺している。,都市化している。,遺構だとされる。,選定した。
test109,"1554,年に,39,歳の,若さで,死去し、,後を,12,歳の,長男の,顕,如が",s3,続ける。,経験した。,継いだ。,結んだ。
test110,"狭義では,萱葺,（かやぶき）に,限るが、,一般には,板葺や,銅,葺を",s3,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test111,"こうした,理由から、,真,言は,亡国、,亡,家、,亡,人の,法で,男子が,成長しない、と",s3,なる。,あった。,いう。,見られる。
test112,"ローマ,帝政,時代,医師、,ディオスリコリデスは,著書,「マテリアメディカ」に,おいて,キフィーに,ついて",s4,言う。,親しまれている。,視された。,触れている。
test113,"以前は,ゴンドラ,シートと,して",s1,機能していた。,歴任した。,持っていた。,思われる。
test114,"この,直後、,槙島城の,義昭も,降伏し,畿内から,追放され、,室,町,幕府は",s4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test115,"そして、,そこを,緩い,斜面に,して",s2,登場している。,登りやすくしている。,異なる。,発見されている。
test116,"職人の,確保も、,若手を,育成している,建築,会社が,出現するなど、,減少に,歯止めが",s4,推定されている。,振られている。,排除していた。,掛かろうとしている。
test117,"「南無阿弥陀仏」＝,阿弥陀,仏に",s4,師事した。,展示している。,広まった。,帰依します。
test118,"三味線と,「お囃子」,（前述の,4,種の,楽器）だけでなく、,さらに,大太鼓や,鉦、,銅鑼なども,加えて",s4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test119,"その,ため,一般に、,アルコール,度や,日本,酒,度が,高ければ,それだけ,辛口に",s1,感じる。,想定される。,意味していた。,感得した。
test120,"現在では、,型,染め,友禅と,区別が,つきにくい,作品も,しばしば",s1,見られる。,いわれている。,なっている。,あった。
test121,"また、,1995,年,6,月に,場所を,移転した,京阪,宇治,駅も、,橋の,東,詰に",s2,なる。,ある。,見られる。,いう。
test122,"条例上の,正式,名称は,前記の,通りだが、,一般的には,西京,極,野球,場と,いう,通称で",s4,いわれている。,される。,呼ぶ。,呼ばれる。
test123,"その頃から,古墳,時代が",s3,好んだ。,変えられた。,始まったとされている。,存在する。
test124,"注意,：,移動,図書,館と,深草,図書,館に,ついては,利用,方法が",s4,用いられる。,発見された。,生産している。,異なる。
test125,"おおまかには,Ⅰ,期,、Ⅱ,期,、Ⅲ,期,遺構と,3,つに",s3,分けられる。,分割した。,分類される。,利用される。
test126,"築造,時期は,7,世紀,前半,(,古墳,時代,後期,)と",s3,描いている。,掛かろうとしている。,推測されている。,推定されている。
test127,"その後、,天,海は,家,康の,参謀と,して、,朝廷との,交渉等の,役割を",s4,担当した。,投げた。,抜け出せていない。,担う。
test128,"勤,行,集などを,読みながら",s1,勤める。,励んだ。,厳しくなる。,加えられている。
test129,"また、,ほとんどの,街も,城壁を,有する,城壁,都市と",s4,いう。,あった。,見られる。,なった。
test130,"スクリーンから,スタンドまでの,距離は,東京,競馬,場よりも,近い,ことから,JRAでは,“世界,一の,迫力”と",s2,引き渡す。,広報している。,帰依します。,広まった。
test131,"「王国の,宝物」と,呼ばれた,ショッピング,コーナーでは,さまざまな,犬,用品が",s4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test132,"なお,初,盆,（新,盆）の,霊には,色紙や,装飾は,用いず、,白い,紙のみの,盆,燈籠を",s2,使用される。,供える。,使われている。,促した。
test133,"改めて,世阿弥が,応永,年間,（1394-1427,年）,以降の,自作に,自信を,持っていた,ことが",s4,触れている。,訛った。,言える。,記される。
test134,"台座は,前述の,五,角形の,反,花,座の,下に,2,段の,框,（か,まち）が",s3,見られる。,いう。,ある。,なる。
test135,"この後、,信,玄が,権,僧正の,僧,位を,得る,ために",s3,就任した。,展示している。,尽力している。,就かせていただきます。
test136,"生,めんから,煮込んでいく,方法と,ゆで,めんを,用いる,調理,法が",s3,なる。,いう。,ある。,見られる。
test137,"こうした,ことは、,戦国,時代,(,日本,)に,入ると、また,激しい,争奪の,対象とも,なった,ことを",s2,想定される。,意味していた。,恵まれていた。,感じる。
test138,"また、,土,日を,中心に、,シングル,モルト,ウイスキーの,知識や,魅力などに,ついて,解説する,セミナーが",s3,集中させる。,鑑賞できる。,開催されている。,開かれた。
test139,"善慧,大師とも",s4,呼ぶ。,される。,行う。,称される。
test140,"妻,中央の、,やや,外側に,飛び出し,棟へ,達する,柱を,宇,豆,柱,（うず,ばしら）と",s4,される。,いわれている。,称される。,呼ぶ。
test141,"1970,年,（昭和,45,年）に,墳丘と,横穴,式,石室の,測量,調査が",s1,行われている。,考慮されている。,至った。,表す。
test142,"その,ときに、,念珠の,輪の,形が,Ｘ,（エックス）の,形に,なるように,1,回だけ",s3,なっていった。,なしている。,ねじる。,みられる。
test143,"良,源の,勧告に,より,静,真・,皇,慶から,真,言,密教を",s4,存在する。,存続していた。,定める。,学んだ。
test144,"つまり、,これは,鳩,摩,羅什に,よる,意訳、あるいは,ドグマである、と,いう,のが,通説と",s2,あった。,なっている。,いう。,見られる。
test145,"その,中に,鏡,背に,四,棟の,家屋,文様が,描かれた,家屋,文,鏡が",s2,いう。,ある。,見られる。,なる。
test146,"江戸,幕府が,成立すると、,寺院,法,度などに,より,寺社への,締め,付けが",s4,勤める。,励んだ。,収める。,厳しくなる。
test147,"それらの,多くの,天守は,遺構の,上に,造られている,ため、,礎石を,移動したり、,石垣の,積み,換えなどを",s1,行う。,呼ぶ。,称される。,いわれる。
test148,"ミュージアムは,烏丸,通側,（北西,角の,北側）に,あるので、,そのまま,歩くと",s4,さす。,することもある。,ついた。,たどり着かない。
test149,"織田,信長の,近畿,地方,平定の,頃からは、,その,家臣,団達の,居城に,築かれ始め、,全国的に",s1,広まった。,師事した。,広報している。,帰依します。
test150,"また、,島根県,東部の,出雲,地方は,方墳が,特に,多い,地域と,して",s2,盛る。,知られている。,確認されている。,皮肉られた。
test151,"また,磐舟柵の,別名と,する,説も,あるが、,いずれも,積極的,根拠を",s4,指す。,担当した。,担う。,持たない。
test152,"また、,仏教で,使用される,場合は,鉦,（かね・,しょう）とも",s2,される。,称される。,行う。,呼ぶ。
test153,"萬,福,寺,塔頭の,ひとつである,真,光,院には,無心性,覚の,頂相が",s2,いわれる。,伝わっている。,する。,入る。
test154,"構造は,中央の,母屋の,東西,南北に,庇を,付した,形に",s3,見られる。,あった。,なる。,いわれている。
test155,"大半が,九州,地方、,特に,熊本県に",s1,集中している。,開かれた。,露出している。,開催されている。
test156,"椿,井,大塚,山,古墳の,被,葬,者の,支配下に,あった,者の,墓ではないかと",s4,生まれた。,説いている。,見ることができる。,言われている。
test157,"その,姿は,肉,色で、,左手に,人の,顔を,描いた,杖を",s1,持っている。,担う。,担当した。,指す。
test158,"今も,この,道は,「奏者,峠」と",s1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test159,"川原,石を,用いた,横穴,式,石室を,持つ,円墳の,古墳,群であり、,副葬,品が,多数",s1,発見されている。,登りやすくしている。,用いられる。,異なる。
test160,"屋根,裏と,なる,3,階にも,唐,破風,出窓を,設けるなどの,採光が",s3,置かれていた。,至った。,考慮されている。,考えられる。
test161,"経典は,容器と,して,金属,製の,経,筒に,納められ、,経,筒には,銘文が",s3,引き渡す。,広報している。,彫られる。,後押しした。
test162,"この,ころ,「錦,画,百,事,新聞」",s4,利用することができる。,制定した。,加えられている。,創刊される。
test163,"禅林,寺,(,京都市,)の,7,世,住持であり、,中興の,祖と",s1,される。,見られる。,いわれている。,呼ばれる。
test164,"宇治で,選抜された,茶の,3,原木を",s4,就任した。,師事した。,尽力している。,展示している。
test165,"ただし、,「乳」と,呼ばれる,突起,状の,装飾を,付けない,点は,日本の,梵鐘と",s3,生産している。,発見された。,異なっている。,用いられる。
test166,"計,25,体の,菩薩,像を",s3,至った。,行われている。,表す。,衰退しつつある。
test167,"北,雑,舎,区の,南には,鍛冶,工房が",s2,いう。,あった。,なる。,見られる。
test168,"鉄筋コンクリート造の,集合,住宅が,建ち並んでいる,姿が,一般的であるが、,一戸建ての,住宅が,建ち並んでいる,住宅,地でも,「○○,団地」と",s2,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test169,"授戒を,受ける,ことで,出家,者が,正式な,僧,尼と,して",s4,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test170,"また、,特に,中国に,見られる,ものと,しては、,いわゆる,「も,どき」,料理と,呼ばれる,ものが",s2,なる。,ある。,見られる。,いう。
test171,"東,本願寺,第22,世,法主・,大谷,光瑩,伯爵,（現,如）の,十一,男と,して",s4,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test172,"彼は、,門,信徒に,戦争,協力を,促す,消息,（声明）を,発して,戦時,体制を",s1,後押しした。,得ることになる。,彫られる。,引き渡す。
test173,"茶室の,前に,つく,ばいが,あり、,ここで,手,水を",s2,位置する。,使う。,位置づけられた。,使用される。
test174,"庇を,長めに,造る,ことで、,内部,空間に,深い,陰,翳と,静謐を",s4,みられる。,みられるようになってきた。,もつ。,もたらす。
test175,"また,「妙」の,一,字でも、,次のような,意味が",s1,ある。,なる。,見られる。,いう。
test176,"壁画には,1,号から,12,号までの,番号が",s3,指摘している。,排除していた。,振られている。,指定されている。
test177,"ハワイには,「ポケ,（ポキ）」と,呼ばれる,刺身,料理が",s2,なる。,ある。,いう。,見られる。
test178,"火力の,調整が,しづらい,囲炉裏の,火からの,距離を,調節する,ため、,長さを",s3,認められることになる。,講じた。,調節できる。,読みつがれている。
test179,"密かに,同,母,兄の,毛,人に,思いを",s4,定着した。,就かせていただきます。,定める。,寄せている。
test180,"30,センチぐらいの,大きさの,葺き,石が,憤,丘全体に,葺かれていたと",s3,表す。,衰退しつつある。,見られている。,視された。
test181,"妙,顕,寺を,移転させ,その,跡地に,建設された,ことから,「妙,顕,寺,城」とも",s4,いわれている。,される。,称される。,呼ばれる。
test182,"しかし、,義,演の,死後に,庭園内に,茶室が,置かれ、,回遊も,できるように,造り",s4,増えた。,増やしていった。,好まれた。,変えられた。
test183,"のち,浄土宗の,開祖、,法然に",s2,呼ばれていた。,学ぶ。,受けた。,安置されている。
test184,"山形県内,各地、,青森県,八戸市など,東北,地方、,新潟県の,中越,地方から,下越,地方などで",s4,機能した。,更迭されていた。,明記されている。,栽培される。
test185,"もう,一体は、,東京都,立川市の,燈,檠,山,真澄,寺の,奥の,院に,秘仏と,して",s1,安置されている。,廃止された。,学ぶ。,呼ばれていた。
test186,"比叡山,延暦寺を",s4,言われている。,説いている。,いた。,開く。
test187,"ただし、,将官級の,軍人が,死亡した,場合は,どのような,形で,死亡しても,こう",s4,向かい掛けた。,含める。,呼称される。,呼ぶことがある。
test188,"水銀,朱で,覆われていたと",s1,思われる。,持っていた。,廃止された。,安置されている。
test189,"武士,道を,讃える,ものと,して,江戸,時代に,特に",s3,変えられた。,増やしていった。,好まれた。,始まったとされている。
test190,"著書に,『家,法,倭,点』、,『島,陰,文集』、,『島,隠,漁,唱』など,多数",s1,ある。,なる。,いう。,見られる。
test191,"したがって,歴,劫とは,劫,数を,経過すると,いう,意味に",s1,なる。,見られる。,あった。,いう。
test192,"現在も,仏壇内の,仏を,祀る,壇は,「須弥壇」と",s4,称される。,いわれている。,される。,呼ばれる。
test193,"宮内,庁が,管理しており、,研究,者や,国民の,立ち入りは",s3,称された。,示した。,禁じられている。,祀られている。
test194,"このような,決めごとに,より、,観衆の,耳目を,自身の,芸そのものに",s2,露出している。,集中させる。,開かれた。,開催されている。
test195,"1968,年、,文化,庁,発足に,より,文化,庁,付属,機関と",s4,あった。,いう。,見られる。,なった。
test196,"比叡山,西,塔,北谷の,学,僧で、,法然が,13,歳で,最初に,師事した,ことで",s2,確認されている。,知られる。,盛る。,皮肉られた。
test197,"父の,遺志を,継いだ,景,継は,京都に,遊学、,執筆を",s1,続ける。,編纂された。,結んだ。,継いだ。
